video_id,title,channel,upload_date,description,views,likes,comments,year,month,year_month,genre
rzSodjcHYUs,Mr Leo - Partout (Live at IFC Yaoundé 12 May 2022),Mr Leo ,2022-07-14 06:26:06+00:00,"Mr Leo Performs at Institut Français Yaounde on 12 May 2022, as part of the Mr Leo National Live Tour 2022

Band
Fonyuy Nsobunrika Leonard (Lead Singer)
Banye Aline Verla (Dancer/Backup Singer)
Lekunze Dora Elizabeth Magwidem (Backup Singer)
Tahjoue Nganso Michel Igor (Bass)
Emmanuel Kudi Ihimbru (Drums)
Simplice Kenge (Electric Guitar)
Akunchu Enock Mbidzinyuy (Keyboards)
Bimai Daniel Pierre Chrisologu (Percusions)

Team
Othniel Mombel (Artistic Director)
Bantou Queen (PR)
Tony Mefe / Escale Bantoo (Tour Manager)
Verkijika Divine Nyuyki (Manager)
Vox Africa (Video/Sound Coverage)

(c) 2022 Lionn Productions LTD",1542,33,5,2022,7,2022-07,Cameroonian Pop/R&B
TTL135ZSpHM,Numerica - Laisse Moi T'aimer feat. Dynastie Le Tigre (Official Video) [Musique Camerounaise],NUMERICA OFFICIEL,2016-10-28 21:12:14+00:00,"Music video by Numerica performing ''Laisse Moi T'aimer'' feat. Dynastie Le Tigre (c) 2016 Arise Entertainment 
Subscribe / Abonne-toi  ➤  http://bit.ly/NumericaYouTube
Music Videos  ➤ http://bit.ly/NumericaClips
Audios ➤ http://bit.ly/NumericaAudios

FOLLOW NUMERICA :  
➤Facebook : https://www.facebook.com/Numerica237O...
➤Twitter : https://twitter.com/Numerica237
➤Snapchat : Snapchat.com/add/numericaaa
➤ Instagram : https://Instagram.com/Numerica237

➤ Infos/ Interviews & Booking : numericaofficiel@gmail.com

PLEASE NOTE: Unauthorized upload of this video unto any YouTube channel is prohibited.
(c) 2016 Arise Entertainment",294375,2198,151,2016,10,2016-10,Cameroonian Pop/R&B
W-icGEjho0Q,Petit pays - MARIA,PetitPaysOmega,2008-11-18 19:40:47+00:00,"Elle est formée comme une guitare, sucrée jusqu'au os!",1125603,3757,259,2008,11,2008-11,Cameroonian Pop/R&B
MZAnmXHkzoA,Mr. Leo - Kemayo [Official Video],Salatiel,2016-05-30 14:55:27+00:00,"Download & Listen to ""Kemayo"" Audio here https://soundcloud.com/alphabetterrecords/mr-leo-kemayo-prodby-salatiel

After teaching us how to love with ‘E Go Beta’ and ‘On Va Gerer’, Mr Leo is thrilling us again with this new video for his song titled ‘Kemayo.’ Kemayo is the story of a man who caught himself in the web of unfaithfulness. A man who found comfort in the arms of another woman at the detriment of his home. The song exposes these vices that are continuously plaguing our society; unfaithfulness and sorcery. Mr. Leo tells the story in French, the Cameroonian way, using adlibs that we all can relate to. It couldn’t have been told any better!

Dr. Nkeng Stephens and Artnurin put their creative wits together to bring the story to life through the video. It expresses the story in amazing visuals that translate emotions. You have to watch it! 

Twitter x Instagram: @MrLeo237
Facebook: Mr Leo - Artist
Management Contact: +237 6 76108766 / 6 77957471",3830169,15398,898,2016,5,2016-05,Cameroonian Pop/R&B
ILKy1dgo9Ok,SANS VISAS DE PETIT PAYS - NDONGO’O LE PIMENT (OFFICIAL VIDEO),petitpaysVEVO,2018-08-15 07:15:00+00:00,"The New ""double Single"" album from Moh Kukouri Productions titled "" Casser La Baraque"". After Fourteen years of silence, L'orchestre International - Les Sans Visas De Petit Pays is back with what many have called a ""spicy taste""of mixed Makossa love (NDONGO’O LE PIMENT) Go get it

http://vevo.ly/5YjbrB",920134,2281,126,2018,8,2018-08,Makossa/Traditional
NC9vhkdA9dc,Dynastie Le Tigre - Mbout Man (Clip Officiel),Dynastie Le tigre ,2017-07-18 15:00:04+00:00,"Téléchargez le nouvel album : https://bit.ly/HOMOG3NE_Apple
Ecoutez HOMOG3NE on Deezer : https://bit.ly/HOMOG3NE_DZR
Ecoutez HOMOG3NE on Spotify : https://bit.ly/HOMOG3NE_SPTFY

Abonne-toi à la CHAINE de Dynastie http://bit.ly/DynastieYouTube

Infoline (Whatsapp) : +237 696 917 613 | +33 695 508 421
Booking : westsi2corp@gmail.com

Visionnez, commentez, partagez et abonnez-vous autant que vous le pourrez. Bonne dégustation !!!

Follow Dynastie:
http://bit.ly/DynastieDeezer
http://bit.ly/DynastieSpotify
http://bit.ly/DynastieItunes

https://facebook.com/dynastieletigre/
https://twitter.com/dynastieletigre
https://instagram.com/dynastieletigre/
https://dynastieletigre.com/

Ecrit et Composé par Cedric Biyong
Arrangé par Jordan Eba'a, Francis Olinga

(c) 2017 Tiger Prod
Under exclusive distribution Binam Nation, a division of HMG",194523,2426,208,2017,7,2017-07,Cameroonian Pop/R&B
v9m05U_9r2w,Africa Smile - Fous de Foot (L'hymne officiel de la TotalEnergies AFCON™ Cameroon 2021),Africa Smile,2021-11-16 09:00:24+00:00,"Regardez le clip de l'Hymne officiel de la TotalEnergies AFCON Cameroon 2021 par le collective Africa Smile.

Lyrics:

Bienvenu au Cameroun voici la CAN, l'Afrique unie autour du ballon rond, c'est si bon.
Au pays des indomptables l'amour du foot a fait reculer les barrières, en Arrière.
Enjoying good time together, sharing value of peace, integration
Football rises smiles and emotion here is how we rock it in Africa. 
Du foot sans racisme, du fair-play qui prime , vive la CAF, vive l'Afrique, vive le football.

Ref:
Allez eeh, la Allez eeeh on est fous de foot, jouez eeh jouez eeeehhh on est fous de foot, jouez, tirez, marquez, on est fous de foot, on est fous de foot.

Allez eeh, la Allez eeeh on est fous de foot, jouez eeh jouez eeeehhh on est fous de foot, Allez jouez, tirez, gagnez , on est fous de foot, on est fous de foot.


Voici la CAN et à 24 vivez le max de la passion et de l'émotion.
Oui dans les stades et en dehors à l'unisson nous célébrons un peuple fier.
AFACON 21, oh yes here we are.
Admiring all the prowess that are made in Cameroon, receive warm welcome 
At home yeah we are, let's take the ways of the stadiums.
Des passes et des dribbles, des buts et des tackles, vice la CAN, vive l'Afrique, vive le football 

Ref 
Allez eeh, la Allez eeeh on est fous de foot, jouez eeh jouez eeeehhh on est fous de foot, jouez, tirez, marquez, on est fous de foot, on est fous de foot.

Allez eeh, la Allez eeeh on est fous de foot, jouez eeh jouez eeeehhh on est fous de foot, Allez jouez, tirez, gagnez , on est fous de foot, on est fous de foot.


Auteur Compositeur: Ntsa Roland Julien
Interprétation: Africa Smile
Réalisation: Gloria Pictures
Année: Juin 2021

#AfricaSmile #TotalEnergiesAFCONCameroon2021 #AFCON",135968,1691,329,2021,11,2021-11,Other
pVhQyw5KuPI,BLACKY STAR :Tu le seras,BLACKY STAR,2025-04-02 15:10:12+00:00,"“ TU LE SERAS”  est une chanson spirituelle et émouvante qui invite l’auditeur à se connecter avec son âme,son subconscient et sa conscience en cherchant sa lumière intérieure 


Leader vocal BLACKY STAR

programmateur, arrangeur, lux-master :Fento solo 

Réalisateur : FN COMPANY",1518298,8100,838,2025,4,2025-04,Hip Hop/Rap
y237T3GcY70,Magasco - Calypso ft Mihney (Official Video),MAGASCO ,2020-04-18 08:00:17+00:00,"""Calypso""  is the fourth single from 'Heart', the 1st solo studio album by Magasco under BBoy Records. Video directed by NS Pictures.

 TEAM: 
- Lyrics, Vocals & Recording: Magasco & Mihney
- Music Production: Magasco & Sangtum 
- Mix & Master: Sangtum 
- Cover Art Designs: Laikom Studios 

© 2020 BBoy Records 
►Subscribe to this channel: https://www.youtube.com/BboyRecords 
►Instagram - https://instagram.com/magasco_bboy 
►Twitter - https://twitter.com/magascobboy
►Facebook: https://www.facebook.com/BamendaBoyy 
►SnapChat: magasco 
►Business/Bookings: bboyrecords237@gmail.com 
► Streaming platforms: https://backl.ink/60772123




#music #love #magasco #Cameroon #africa #affection #dancehall #mix #lifestyle #hiphop #bamenda #money #cash #sunday #calypso  #jamaica #baby #girl #cameroon2023  #today #2023 #music #facebook #tiktok #youtubeshorts  #youtube #automobile #videos #live #dance #new #news #newmusic #newsong",354385,6214,495,2020,4,2020-04,Cameroonian Pop/R&B
PEwzmEx9nKw,Best of Cameroon Afrobeats and Afropop 2025 | DJSMOOTH_TM Nonstop Party Mix,DJSMOOTH_TM,2025-09-30 16:56:30+00:00,"#PartyMix #NonstopMix #AfrobeatsMix
🎵 English Description

🔥 Cameroon Afropop Mix 2025 | Nonstop Party Vibes
Get ready for a nonstop journey through the best of Afropop, Afrobeats, and Cameroonian hits! From Tzy Panchak, Ko-C, Blanche Bailly, Locko, Salatiel, Charlotte Dipanda, Patoranking, Koffi Olomide and more, this mix is packed with energy, rhythm, and good vibes.

🎶 Perfect for:
✨ Parties & celebrations
✨ Chilling with friends
✨ Discovering fresh African vibes

💬 Which track is YOUR favorite? Let me know in the comments!
👉 Subscribe & hit the 🔔 for more Afropop, Afrobeats, Makossa, Bikutsi, and African classics with DJSMOOTH_TM

PLAY LIST
1. Tzy Panchak – Jalux
2. Tzy Panchak, Salatiel, Cleo Grae, Vivid – L’homme Est Mauvais
3. Locko – Bloqué
4. Blanche Bailly – Dieu Donné
5. Vivid, Ko-C – Bogolo
6. Ko-C, Kiriku DJ – Sundayz
7. Tzy Panchak, J Kree, Cleo Grae, Vivid, Phido, Vancy – Self Made (Dans Le Bruit)
8. Salatiel – Sucré Nouveau
9. Sabrina, Koffi Olomide – Abele
10. Charlotte Dipanda – On s’en fout
11. Krys M – Qui Croira Verra
12. Kocee, Patoranking – Credit Alert
13. PhillBill, Krys M – Malova
14. Asaba, Kocee – My Odogo My 001
15. Ko-C, Innoss’B – Quand J’aurai l’argent (Plenty Money)
16. Felani, Bel’Yv, DJ Amaroula – Banga
17. Franko – Coller la petite
18. Mimie – Terminer
19. Remii – Bend Down Fine
20. Ko-C – Mon pala pala
21. X Maleya – Mariage
22. Prince Aimé, Maahlox, Magasco, Lili Anoma, Thérapie – Viviane Remix
23. Asaba – Mon Bébé
24. Magasco, Lady Ponce – Nyang Nyang (Remix)




Description en Français

🔥 Mix Afropop Cameroun 2025 | Ambiance Non-Stop
Plongez dans le meilleur de l’Afropop, Afrobeats et des hits camerounais ! Avec Tzy Panchak, Ko-C, Blanche Bailly, Locko, Salatiel, Charlotte Dipanda, Patoranking, Koffi Olomide et bien d’autres, ce mix est une véritable fête musicale.

🎶 Parfait pour :
✨ Les soirées et fêtes
✨ Se détendre entre amis
✨ Découvrir les nouvelles vibes africaines

💬 Quelle est votre chanson préférée ? Dites-le en commentaire !
👉 Abonnez-vous et activez la 🔔 pour plus d’Afropop, Afrobeats, Makossa, Bikutsi et classiques africains avec DJ HarmonyRythms.
Afropop 2025

Cameroonian music mix

African party mix 2025

Best of Afropop 2025

DJSMOOTH_TM mix

Cameroun musique 2025

Afrobeats mix 2025

Locko, Blanche Bailly, Ko-C, Tzy Panchak mix

African club hits 2025

Nonstop Afropop mix

Cameroon hits 2025

Mix musique africaine 2025

DJ mix Cameroun

Afrobeat vibes 2025

Best Cameroonian artists

Afropop and Afrobeats DJ mix

Soirée africaine mix

Top hits Cameroun 2025

African music 2025 playlist

#Afropop #Afropop2025 #Afrobeats #AfricanMusic #CameroonianMusic #DJHarmonyRythms
#CameroonVibes #PartyMix #AfricanVibes #AfropopMix #AfrobeatsMix
#Locko #BlancheBailly #KoC #TzyPanchak #CharlotteDipanda #Salatiel
#AfricanParty #Afrobeat2025 #NonstopMix #CamerounMusique #AfropopHits",17603,112,0,2025,9,2025-09,Afrobeats
mcUaLee8t70,Charlotte Dipanda - Elle,Cantos Music,2015-03-06 20:23:03+00:00,"Buy on iTunes: 
Taken from Charlotte Dipanda « Mispa »
Extrait de Charlotte Dipanda « Mispa »

Production: Cano",481354,2604,199,2015,3,2015-03,Cameroonian Pop/R&B
gypAcIivEGc,Lionn Prod.  Ft.  Gomez x Kameni x Mr Leo - Soulever (Official Video)[Chakap By Adrenaline],Lionz Muzik,2019-07-12 15:00:06+00:00,"Click below to download audio 
http://afromobiletv.com/index.php/2019/07/02/gomez-x-kameni-x-mr-leo-soulever-prod-master-roboster/

Click to follow Lionn Production on
Facebook: https://www.facebook.com/LionnProd/
Instagram: https://instagram.com/lionnprod?igshid=z38zpzy505gi

Click to follow Gomez on 
Facebook: https://www.facebook.com/Gomez.eko/
Instagram: https://instagram.com/gomez.eko?igshid=oha9f8tkw302

Click to follow Kameni on 
Facebook: https://www.facebook.com/kameni237/?ref=br_rs
Instagram: https://instagram.com/kameni237?igshid=1x4xe98u6afsb

Click to follow Mr. Leo on
Facebook: https://www.facebook.com/leo4live/
Instagram: https://instagram.com/mrleo237?igshid=1h3z6pmeoillr

Contact Lionn Production
Email: lionnprod@gmail.com
Gomez: (+237) 675890585
Kameni: (+237) 676075043
Mr. Leo: (+237) 677957471",868963,9423,457,2019,7,2019-07,Cameroonian Pop/R&B
cVCjHnqvGww,Best of Elizabeth Tekeh playlist | Cameroon Gospel Music,CamGospel Music TV,2024-11-27 15:19:26+00:00,"Best of Elizabeth Tekeh Playlist | Cameroon Gospel Music

Discover the ultimate playlist featuring the best of Elizabeth Tekeh, one of Cameroon’s most iconic gospel artists. From heartfelt worship to energetic praise, this collection showcases her timeless songs that continue to inspire and uplift audiences worldwide.  

✨ About the Playlist:  
This carefully curated playlist highlights the rich vocal talent and spiritual depth of Elizabeth Tekeh’s music. Whether you’re seeking encouragement, joy, or a moment of reflection, her songs offer something for everyone.  

🎵 What to Expect:  
- Classic hits and fan favorites from Elizabeth Tekeh  
- Soulful worship songs to uplift your spirit  
- Energetic praise tracks that celebrate God’s goodness  
- A blend of traditional and contemporary Cameroon gospel sounds  

🔔 Stay Connected  
Don’t forget to like, comment, and subscribe for more inspiring gospel playlists. Click the bell icon to stay updated with our latest uploads!  

**Follow Us for More Gospel Content**:  

Let us know your favorite Elizabeth Tekeh song in the comments below!  

#ElizabethTekeh #GospelMusic #CameroonGospel #BestOfElizabethTekeh #WorshipSongs #PraiseMusic #AfricanGospel #InspirationalMusic #CameroonianArtists #GospelPlaylist",41363,321,29,2024,11,2024-11,Gospel
pqeoyzFdceQ,"Cameroon Blues, #soul #love #lovesong Dina Bell, Charlotte Dipanda, Mama Nguea, Sam Mbande, Vol 17",DJ Proff Proff Mix,2024-05-24 04:25:17+00:00,"Enjoy this timeless Cameroon Blues Mix and give all royalties to the owners of the songs. #cameroon #cameroun
The contents of this mix is monetized by the respective Copyright Owners and Record Labels, so, all royalties belong to them.
This Mix is strictly for Promotional Use and Entertainment.

DJ Proff Proff a timeless all genres DJ from Cameroonian living in Germany made this mix just for you and your love ones.

❤️❤️❤️Have fun with this masterpiece and please do support my channel by subscribing and sharing the mix with others. Thank you.❤️❤️❤️
For BOOKINGS, WhatsApp or called DJ Proff Proff on +4917672360042 for any event and you and your audience or invitees will FEEL THE MIX with DJ Proff Proff.

❤️❤️Share 🔥🔥 Subscribe 🔥🔥 let's FEEL THE MIX with DJ Proff Proff. 

I ❤️ you all.

🔥Disclaimer!!! *This channel is not monetized; all royalties and any other benefit goes to the original creators of this content. If you need their music, contact the artists, and buy a copy🔥

❤️You wish to Tip DJ Proff Proff for a cup of coffee, paypal..... ❤️

Social Media: Facebook; https://www.facebook.com/profile.php?id=100025354530258
🔥BOOK DJ Proff Proff🔥

FT
I Believe In You
Lokua Kanza

Soleil de décembre
Nguea Laroute

Bayé
Monique Séka

Lele mba
Nicole Mara

Amour et passion (Acoustic Version) (Toto Guillaume remix)
Nono Flavy

Tete
Jean-Claude Mbimbe

DJONGWANE LAM
NGUEA LAROUTE

Bwel
Charlotte Dipanda

Les même idées
Marthe Zambo

Ebonga longo
Nguea Laroute

Sandy
Roger Milla
#makossa #makossa #cameroon",62826,289,22,2024,5,2024-05,Cameroonian Pop/R&B
Z9Sxps8BjwU,Top Amapiano Trend 2023 ( Best Tiktok Trend) #dance #shorts #shortvideo,Cameroon Dance Academy,2023-10-24 00:56:27+00:00,#dance #amapiano #amapiano2023 #newtrend,1963,81,1,2023,10,2023-10,Amapiano
MJqNrlRDH20,Mr Leo - Ndolo,Mr Leo ,2025-04-25 04:30:12+00:00,"Title: Ndolo
Artist: Mr Leo
Producer: Watzup Magic
Songwritter: Fonyuy Nsobunrika Leonard
Label: Lionz Muzik / 2025
Publisher: Lionz Muzik / 2025 

Streaming Link
Spotify: https://open.spotify.com/artist/0sfURdhcmXyrcFEWaJ2IJI 
Apple Music: https://music.apple.com/cm/artist/mr-leo/1225342787 
BoomPlay: https://www.boomplay.com/artists/545630
Deezer: https://www.deezer.com/artist/1331366 
Tidal: https://tidal.com/browse/artist/6830747 
Soundcloud: https://soundcloud.com/mrleozik 
Youtube: https://www.youtube.com/@MrLeoZik

Social Media
Facebook: https://web.facebook.com/mrleozik 
Instagram: https://www.instagram.com/mrleo237  
Twitter: https://twitter.com/mrleozik  
TikTok: www.tiktok.com/@MrLeoZik  
Wikipedia: https://en.wikipedia.org/wiki/Mr._Leo 

#AfroMelodie #MboaPop #afrobeats #Francobeats #Afrolove #CameroonMusic",142033,1225,111,2025,4,2025-04,Makossa/Traditional
Z5S6biz7lM0,Daphne - Stand by Me (Official Video),Daphne,2025-09-26 17:00:07+00:00,"“Stand By Me” is Daphne’s heartfelt letter to her fans. Once under the bright stage lights, she now follows a deep calling for marriage, motherhood, and family. Through gentle piano, strings, guitar, and African rhythms, she pleads for the loyalty of her fans—inviting her fans to see her not as an untouchable idol, but as a human being walking through life’s most intimate journeys.

Song Title: Stand by Me
Artist: Daphne Njie
Music Producer: Rapnem
Video Director: Coporate Esimo

Streaming Link
https://orcd.co/daphnesbm 

(c) (p) 2025 Daphne Njie",1031205,10178,659,2025,9,2025-09,Cameroonian Pop/R&B
4p_0V_UE6z8,Hervé Nguebo - Essoka (Official Music Video 4k version 2021),Hervé Nguebo Officiel,2021-03-06 09:00:18+00:00,"Le vidéogramme officiel de la chanson mythique ""Essoka"" (Confession), tiré de l'album Another Part Of Me de votre artiste Hervé Nguebo. Available on Spotify: https://bit.ly/ParodieDamour .

--
►Please subscribe for more official and exclusive content from Hervé Nguebo: http://bit.ly/nguebo

►Listen “Parodie d'Amour"" on streaming platforms: https://bit.ly/Parodie-d-amour

►Follow Hervé Nguebo Online:
Facebook: https://www.facebook.com/HerveNgueboOfficiel
instagram: https://www.instagram.com/hnguebo/
Twitter: https://twitter.com/HerveNguebo
Shazam: https://www.shazam.com/fr/artist/200564653/herve%CC%81-nguebo

Directed by Christian Tamo

Lyrics:
Writen by Hervé Isidore NGUEM 
--
Ye te na mba 
Na wusanè nde wa 
Belè mba o kwalisanè mba 
Se to temene mba 
Oo kona nguea 
Nde o kumua tande longuè la su 
Ye te na mba na bodi bobé 
Belè mba o langwé é mba 
Se to o janè mba o tetena makom mongo 
O wasa tande longuè la su 

Ayé mbalè éh 
Tukwa bedèmu 
Munjam nya ndolo 

Ye te na mba na bodi bobé 
Bélè mba o kwalisanè mba 
Se to temènè mba 
O mboko mongo mua loko eh 
O kumua tandé biso na wa 
Até mbalè eh

[REFRAIN]  : 
Essoka ya mumi na muto ye pon nde o wasa mbonga 
(lambe ma to o sengé) 
Miango ma kombo, 
Mussi ma busa mundi 
O si tukwo tè longuè longo, 
A mumi muna mbalè 
A té mba na ma diya wa 
Ayé Mbalè 
Essoka ya mumi na muto ye pon nde o wasa mbonga 
(lambe ma to o sengé) 
Miango ma kombo, 
Mussi ma busa mundi 
(mbalè mba) 
O si tukwo tè longuè longo, 
A mumi muna mbalè 
A té mba na ma diya wa

Ndolo oh ya so senga eh 
( ya so senga ) 
Até Mbalè éh 

Na bina mba mo na wusanè wa 
Nde na ma numea wa mabongo 
Nika nyessè ni si bodi wa 
Ngudi to po na wonja to po 
O wasa tengenè mba 
Wenge wan botea nde mba tolisisi 
Mbapè na botéa wa pèti 
O si tukwo tè mongèlè mbongo 
A nuni muna, a té mba na ma diya wa 
( Ekwadam yen muna eh) 

[REFRAIN]  : 
Essoka ya mumi na muto ye pon nde o wasa mbonga 
(lambe ma to o sengé) 
Miango ma kombo, 
Mussi ma busa mundi 
O si tukwo tè longuè longo, 
A mumi muna mbalè 
A té mba na ma diya wa
Essoka ya mumi na muto ye pon nde o wasa mbonga 
(lambe ma to o sengé) 
Miango ma kombo, 
Mussi ma busa mundi 
O si tukwo tè longuè longo, 
A mumi muna mbalè 
A té mba na ma diya wa

Ayé Mbalè 
Ye nde na. 
O si tukwo tè longuè longo, A numi muna, 
A té mba na ma diya wa 
A té Mbalè. 
Ye nde na. 
O si tukwo tè longuè longo, A numi muna, 
A té mba na ma diya wa 
A té Mbalè eh ohoo.


Music video by Hervé Nguebo performing Essoka. (C) 2014 HN Prod

#HervéNguebo #Essoka #AfroJazz",3297887,8268,629,2021,3,2021-03,Cameroonian Pop/R&B
